CapacityRatio;ShareFlex;ShareStorage;ShareWind;SharePV;rNTC;Sum 3;Congestion_[h];PeakLoad_[MW];MaxCurtailment_[MW];MaxLoadShedding_[MW];Demand_[TWh];NetImports_[TWh];Curtailment_[TWh];Shedding_[MWh];LostLoad_[TWh];MaxRESGeneration_[TWh];CurtailmentToRESGeneration_[%];TotalGeneration_[TWh];ShareResGeneration_[%];MaxLoadSheddingShare_[%];CF_gas;CF_nuc;CF_wat;CF_win;CF_sun;GAMS_error
0,406036161;0,903567258;1,007245291;0,171468126;0,315617279;0,460431841;0,893121566;47158.0;440929.4124966354;0.1473713768872876;73717.37162179843;2843.1224748846435;0.0;9.083823443396248;32720907.798529744;2.793497088264071;1271.361064033662;0.7144959603038257;514.1149509519933;0.0002472912063108584;0.0;0.13923936019214544;0.171095641845563;0.02956819720008937;0.05440807124245107;0.02003596647329678;1
0,686899152;0,82897807;0,544793295;0,179406416;0,303744592;0,367938952;1,17005016;126451.0;440929.4124966354;0.19484177440356346;10025.733915389224;2843.1224748846435;0.0;34.7538420099649;1751340.3587695973;0.058832858210143536;1272.3511431113825;2.731466246415163;1417.2719610301233;8.977466415031543e-05;0.0;0.24675400281389442;0.44923110664966087;0.06067993648950907;0.12223196316298018;0.05186640530234222;1
1,224393157;0,498144541;0,883976406;0,463773289;0,345695883;0,273589985;2,033862329;330127.0;440929.4124966354;0.6849670656412576;0.0;2843.1224748846435;0.0;978.9769316311033;0.0;-1.1368683772161604e-17;2670.5068654903657;36.65884346832941;3063.798499264057;8.716326697502586e-05;0.0;0.04750373205143326;0.30650176003225543;0.25229164162048245;0.1299099673823617;0.0999341954187693;1
1,060956103;0,368321422;2,074921782;0,404201947;0,34094954;0,481864298;1,80610759;308351.0;440929.4124966354;0.504845486676474;0.0;2843.1224748846435;0.0;623.8532012241952;0.0;0.0;2389.3982699641383;26.109217917595565;3133.286065528325;7.625854199052347e-05;0.0;0.0316269763410505;0.32638286410675665;0.2638707644342165;0.15924774921077567;0.10992215558237041;1
1,083929526;0,339202114;1,964788747;0,364508217;0,307247094;0,655575939;1,755684837;292995.0;440929.4124966354;0.4087475614030877;0.0;2843.1224748846435;0.0;350.89730016798563;0.0;0.0;2113.0240852840807;16.606403240349724;3127.068159108536;6.757205080833483e-05;0.0;0.025598890268567612;0.3501247008672436;0.26357596586204995;0.1859523676175733;0.12080823124662851;1
0,555624429;0,72716571;1,50523435;0,521339829;0,179019217;0,300805018;1,255983475;324192.0;440929.4124966354;0.5168880193340775;7188.849490901384;2843.1224748846435;0.0;816.4908082793758;4045970.7484045895;0.04500345014619646;2442.689833717305;33.42588964874159;3033.2329262534645;8.053090194871463e-05;0.0;0.3384986251714538;0.7129123616776815;0.25241678293280634;0.13868567190371045;0.12353021508960534;1
1,297525708;0,484998704;2,299482732;0,304313019;0,066030193;0,291094259;1,66786892;310014.0;440929.4124966354;0.17533800372641697;0.0;2843.1224748846435;0.0;107.2045377861872;0.0;0.0;1139.4834369166435;9.40816990515234;2973.6619816525554;3.8319198481442657e-05;0.0;0.08547919348405547;0.6277672071076145;0.25686617827257197;0.21113884041892145;0.13185747372009332;1
0,831152878;0,565218006;1,420822181;0,383440451;0,161342933;0,334379949;1,375936263;321256.0;440929.4124966354;0.3070470904325966;0.0;2843.1224748846435;0.0;327.7411941860971;0.0;0.0;1772.4545054374619;18.490809957641584;3019.0819853487997;5.870839261864852e-05;0.0;0.16011090474535114;0.6617870327217533;0.2548796333144906;0.17923490141782436;0.12877470807538144;1
1,043520791;0,278968921;2,61393738;0,414697831;0,083551645;0,350607253;1,541770267;302603.0;440929.4124966354;0.32001916437523337;0.0;2843.1224748846435;0.0;388.32027841467163;0.0;-5.45696821063757e-19;1685.8232479829173;23.034459803499313;2990.7149054509164;5.636857076916003e-05;0.0;0.07906920935239933;0.46692354298209954;0.25164331787486693;0.17294971053362615;0.12944451382663008;1
1,166637001;0,25414021;1,780590341;0,432094373;0,269747963;0,280999382;1,868479338;327034.0;440929.4124966354;0.46197608234485016;0.0;2843.1224748846435;0.0;734.6215072736633;0.0;0.0;2306.888128980354;31.844695806656496;3055.357033107071;7.550306245664587e-05;0.0;0.06325036211856887;0.3123073232636044;0.24876016000973847;0.14023808117620487;0.11057211600325771;1
0,840435914;0,923995854;2,554005325;0,541673915;0,329126458;0,568031341;1,711236288;304868.0;440929.4124966354;0.6484553874509211;0.0;2843.1224748846435;0.0;983.5357984338741;0.0;-3.955330848650482e-15;2971.68527594943;33.09690317456791;3152.948089539665;9.425100545766676e-05;0.0;0.12741914008384655;0.664499752316661;0.2602357302746509;0.13653186744671433;0.11330261818117929;1
0,861636461;0,291934574;2,040400513;0,28664487;0,174388848;0,392172643;1,322670178;296692.0;440929.4124966354;0.1816949562228175;0.0;2843.1224748846435;0.0;81.58776659093246;0.0;0.0;1376.2281428489548;5.928360571237567;3021.8744844983157;4.554220070716911e-05;0.0;0.08310823082853977;0.6628913249867905;0.2598695400798313;0.2183197460184711;0.1320713425334463;1
0,639343637;0,610535308;2,346195419;0,190247374;0,210529092;0,258977895;1,040120103;318265.0;440929.4124966354;0.10262028077344744;0.0;2843.1224748846435;0.0;13.839852507137287;0.0;0.0;1049.1391589471978;1.3191627048813488;3070.9198763659133;3.416367737307218e-05;0.0;0.45264773864456054;0.9605131675089938;0.2617151745698345;0.23248508647461505;0.13332966618341374;1
0,762473403;0,795531667;1,849600484;0,52717898;0,20264105;0,47677847;1,492293433;307085.0;440929.4124966354;0.5242978663605945;0.0;2843.1224748846435;0.0;791.4736189041754;0.0;-8.802006404762407e-18;2537.776910774334;31.187675147642455;3057.0190145513034;8.30147571439564e-05;0.0;0.1779441747540297;0.6926050282621705;0.2527648437486447;0.14356872480315472;0.12515476399805506;1
1,198174237;0,335327944;1,659024526;0,450133375;0,147289648;0,615104214;1,79559726;288060.0;440929.4124966354;0.3826982039894615;0.0;2843.1224748846435;0.0;485.3771442175171;0.0;0.0;2030.6875750477284;23.902108339147592;3004.519703007748;6.75877603004187e-05;0.0;0.033485848088987656;0.4007552939277332;0.25671762607969195;0.16691347121153394;0.12805358106292616;1
0,925532221;0,770993277;2,278365705;0,243697526;0,22159418;0,318121671;1,390823926;316018.0;440929.4124966354;0.17090731076516827;0.0;2843.1224748846435;0.0;42.50915233918543;0.0;-3.3393615694871753e-15;1321.21279035134;3.217434212688881;3085.8739413717376;4.2814865916526464e-05;0.0;0.22476569775925112;0.9065958641183584;0.26169341543800084;0.22748334443610563;0.1321811399510061;1
1,011865799;0,646702243;2,667550497;0,436222276;0,197392474;0,712164096;1,645480549;283311.0;440929.4124966354;0.3765641569139361;0.0;2843.1224748846435;0.0;392.6376293723857;0.0;-2.721485618822533e-15;2114.393337105614;18.569753436220434;3078.478408519826;6.868306534987986e-05;0.0;0.05013905074204579;0.60358546091005;0.2590178758436698;0.1807778668542101;0.1275103762107198;1
0,95994089;0,533150702;2,738582123;0,487380463;0,286612666;0,459649321;1,733934019;307952.0;440929.4124966354;0.5317472948011367;0.0;2843.1224748846435;0.0;816.5617414144834;0.0;0.0;2604.1124538811077;31.35662364340292;3106.2297362919116;8.383515306211025e-05;0.0;0.051732965733909037;0.3816083575220565;0.25677927519644894;0.14220013422419409;0.11364804529588095;1
1,155544813;0,522946432;1,383408796;0,278896989;0,048334395;0,600187611;1,482776197;264766.0;440929.4124966354;0.12879733251566994;0.0;2843.1224748846435;0.0;17.05634241687943;0.0;0.0;973.8472270982683;1.7514392342319955;2939.803417837568;3.312627032097954e-05;0.0;0.07399424333405516;0.8734826643907158;0.25792721341273067;0.23598239688643619;0.1324603384805706;1
0,423114506;0,446533627;2,805457424;0,452861083;0,214583834;0,643918288;1,090559423;298158.0;440929.4124966354;0.4505304563451242;17572.935040906803;2843.1224748846435;0.0;454.88733488701774;2809496.0490657887;-9.456471161684021e-17;2239.1794526642166;20.31491198018026;3108.5428709531097;7.203308899444782e-05;0.0;0.27785828971529425;0.6970259632867847;0.26346950051928986;0.17461150321935434;0.12711081544087502;1
0,539178831;0,460815518;1,707321296;0,478254843;0,263242383;0,547280645;1,280676057;304885.0;440929.4124966354;0.48644732801642654;0.0;2843.1224748846435;0.0;671.6882136146555;0.0;-5.002220859751106e-19;2495.0142566904105;26.92121745651415;3097.359350350916;8.055294767162672e-05;0.0;0.16796245867606535;0.539813813321572;0.2623301860978634;0.15370719442519712;0.12048491055813255;1
0,657234525;0,297837521;0,624858725;0,247324769;0,144916695;0,417562863;1,049475989;282810.0;440929.4124966354;0.10885995025048142;0.0;2843.1224748846435;0.0;17.736893890984;0.0;0.0;1113.8672987554996;1.592370465566325;2980.3037142637;3.7374288178233086e-05;0.0;0.22504177493422378;0.9000591521864222;0.2604499414574365;0.23434360218066433;0.13378829716657137;1
0,889341128;0,763814012;2,120320957;0,348135016;0,131702517;0,372056366;1,369178661;305823.0;440929.4124966354;0.2280654965131778;0.0;2843.1224748846435;0.0;175.1481154556142;0.0;-1.7690299406329758e-15;1527.6147254359976;11.46546393794581;3024.8705014812267;5.050182229910176e-05;0.0;0.2196690141670852;0.8550603036053799;0.25747965114417093;0.20272276980154272;0.13141791488069607;1
0,812334232;0,882184396;1,203085169;0,331116545;0,281383988;0,708086406;1,424834765;276375.0;440929.4124966354;0.29436547038576105;0.0;2843.1224748846435;0.0;153.70996283652056;0.0;-2.0660395107512733e-15;1887.7863927555668;8.142338742687565;3124.439806162735;6.041999557911286e-05;0.0;0.18143708551438126;0.9112693798544877;0.26394658567196155;0.21074788842853262;0.1296106570801534;1
1,277445638;0,940003126;1,562693394;0,394140101;0,320872366;0,665655783;1,992458105;290418.0;440929.4124966354;0.437545558706983;0.0;2843.1224748846435;0.0;399.4031373587579;0.0;-8.129973139146823e-16;2285.7035893395055;17.473969031748883;3152.1824888030005;7.25117786631532e-05;0.0;0.08170057486488604;0.8416424704730301;0.2636230988934239;0.18212210029472758;0.12179676737236321;1
1,092251525;0,601650303;2,839241214;0,50370864;0,104529568;0,553697678;1,700489733;290596.0;440929.4124966354;0.4468268414855462;0.0;2843.1224748846435;0.0;612.5990983811892;0.0;-3.410605131648481e-19;2146.3489968637728;28.541448724150353;3019.5197631959;7.108246228506378e-05;0.0;0.0675118549912656;0.553815211500055;0.25616400085466123;0.1590812464897362;0.12643588658894675;1
1,024178777;0,694476411;0,793752435;0,358414451;0,095589335;0,514625078;1,478182563;280955.0;440929.4124966354;0.23159221520835874;0.0;2843.1224748846435;0.0;177.08003982057326;0.0;-3.2829246312162295e-15;1468.414346071469;12.059269258321086;2957.215886767784;4.965529749254916e-05;0.0;0.14223897867435062;0.8216814974563249;0.2580132838149879;0.2033190895407634;0.13194353299921954;1
1,125527884;0,820649353;2,500967634;0,509604223;0,040804703;0,323126429;1,67593681;313060.0;440929.4124966354;0.4425931511410176;0.0;2843.1224748846435;0.0;638.5975557452424;0.0;-7.300467513068941e-15;1986.9548986726102;32.139509365404265;3006.790732794455;6.608224766031428e-05;0.0;0.18364775885787818;0.770142893473468;0.24672675347766046;0.15508460417742115;0.12667929518762333;1
0,884366378;0,374905596;2,901516735;0,477514751;0,0817046;0,725850878;1,443585729;280885.0;440929.4124966354;0.39536262310689213;0.0;2843.1224748846435;0.0;439.29902921145583;0.0;0.0;1962.2644270919332;22.38735122271441;3012.28295212176;6.514210179723569e-05;0.0;0.048748694373849336;0.5892021975850371;0.25679875230877003;0.1777821745387811;0.1291734984703721;1
0,910572904;0,803650837;0,652980402;0,314342238;0,15174035;0,382133875;1,376655492;295851.0;440929.4124966354;0.1904360010900173;0.0;2843.1224748846435;0.0;123.91973625002214;0.0;-7.581423759900911e-15;1434.4411014897878;8.638886331500197;2984.5713959966906;4.806187928403567e-05;0.0;0.23956270500552737;0.8908573849379139;0.25901756553086064;0.20983945573009985;0.13192951928556373;1
0,475072665;0,675245964;0,467659739;0,378755335;0,112402021;0,749607751;0,966230021;256928.0;440929.4124966354;0.23620690790806173;59317.39146393394;2843.1224748846435;0.0;170.83516248573105;1477058.0273930507;0.0;1608.7054636677976;10.619418305214944;2950.70563374256;5.4519347686586354e-05;0.0;0.4857378816698567;0.8982205937023012;0.2629979094035724;0.20786916160948501;0.13193450600104642;1
0,790403695;0,434069992;1,828714584;0,268277691;0,060484303;0,689849919;1,119165689;254668.0;440929.4124966354;0.10150614600905614;0.0;2843.1224748846435;0.0;3.4541932702661398;0.0;0.0;961.6372926933088;0.35919918003510415;2944.2276406546525;3.2661784687256305e-05;0.0;0.1830430808325654;0.9514718747115904;0.25797900177180394;0.24028141698005798;0.13305740822662587;1
0,6331042;0,862599734;1,922756892;0,213299068;0,22995644;0,634728436;1,076359708;247569.0;440929.4124966354;0.07582982902884708;0.0;2843.1224748846435;0.0;5.564374888650978;0.0;-3.3961843892906346e-17;1209.2176040779188;0.4601632386003887;3042.503611426556;3.9744163311311446e-05;0.0;0.4906087781637751;0.9962566747483816;0.26008283838651913;0.23810598569789193;0.13422811882778304;1
1,23568977;0,321530796;0,40953491;0,227297095;0,332770198;0,67468771;1,795757063;266388.0;440929.4124966354;0.33694208639888285;0.0;2843.1224748846435;0.0;163.5194667959528;0.0;0.0;1571.8615566736248;10.402917871596332;3043.3632675104286;5.1648831194557306e-05;0.0;0.023591973206525448;0.5431918228038922;0.2741528322757409;0.22270989486563825;0.11732287233934204;1
0,704198593;0,97913004;1,345033905;0,342040211;0,250437345;0,528197748;1,29667615;289037.0;440929.4124966354;0.29250051777765956;0.0;2843.1224748846435;0.0;182.45152112639917;0.0;-3.4174464060423844e-15;1846.5438371619437;9.880703477195489;3092.9025363928363;5.970261964075709e-05;0.0;0.30862008726468926;1.0000000000000002;0.26125888795046154;0.2056176445487621;0.12877469887017887;1
0,738599848;0,404803765;2,699310349;0,189018202;0,119986107;0,506191707;1,047604157;260373.0;440929.4124966354;0.003429863651733974;0.0;2843.1224748846435;0.0;0.0349828663569444;0.0;0.0;779.5685994827082;0.004487464782465287;2959.7911521608953;2.6338635376808862e-05;0.0;0.27853030369431514;0.9881552119358461;0.2578105761580458;0.23920273226960165;0.13407951681071317;1
1,246769268;0,844515235;1,583436177;0,200663007;0,288360185;0,584178313;1,735792461;274362.0;440929.4124966354;0.19682418283505068;0.0;2843.1224748846435;0.0;35.66928232910595;0.0;-7.01076659164297e-15;1322.85228526713;2.6963919347883256;3117.0044131228565;4.243985923464875e-05;0.0;0.14995031719245533;0.9766131704466025;0.265329114107153;0.23177180085672391;0.13091884513122534;1
1,108085559;0,723370634;0,29487636;0,316693567;0,124187454;0,593747587;1,54896658;265525.0;440929.4124966354;0.16306901407132762;0.0;2843.1224748846435;0.0;95.61835797612082;0.0;-1.5519853179967988e-15;1364.6361839167162;7.006875466373858;2935.6775629458725;4.6484539076809956e-05;0.0;0.12617139574106162;0.8627665811213662;0.26148635160401623;0.2174215997894865;0.13205271711001912;1
0,755714976;0,752314983;1,06155082;0,29784153;0,190750906;0,437470289;1,244307412;0.0;440929.4124966354;0.017333089697348324;0.0;2843.1224748846435;0.0;0.06128330629752393;0.0;0.0;1474.1795503804562;0.0041571127670105;119.23453026207187;0.0012363696549483434;0.0;0.004602318035861403;0.11319460707309688;0.010752734004906703;0.004719381254324002;0.0013860970726508992;2
0,988117813;0,945774764;0,960442816;0,53277518;0,234551615;0,572342026;1,755444608;0.0;440929.4124966354;0.017333089697348324;0.0;2843.1224748846435;0.0;0.06128330629752393;0.0;0.0;2655.946910158941;0.0023073995215460285;119.23453026207187;0.0022274981117645157;0.0;0.0028291459252700072;0.348312895236837;0.010752734004906703;0.002050043316568953;0.0011282792197738092;2
0,712622645;0,968083433;2,977719522;0,42286442;0,165559214;0,531079902;1,30104628;0.0;440929.4124966354;0.017333089697348324;0.0;2843.1224748846435;0.0;0.06128330629752393;0.0;0.0;1961.6261526518565;0.003124107323644574;119.23453026207187;0.0016451829418376496;0.0;0.003837241190565899;0.8069430677926611;0.010752734004906703;0.00278771208598342;0.0015958258818527947;2
